Local Government District 1993 Code,Local Government District 1993 Label,Religion - 8 Categories Code,Religion - 8 Categories Label,Age - 19 Categories Code,Age - 19 Categories Label,Sex Code,Sex Label,Count
95PP,Fermanagh,4,Methodist Church in Ireland,5,20-24 years,2,Male,57
95PP,Fermanagh,4,Methodist Church in Ireland,6,25-29 years,1,Female,49
95PP,Fermanagh,4,Methodist Church in Ireland,6,25-29 years,2,Male,51
95PP,Fermanagh,4,Methodist Church in Ireland,7,30-34 years,1,Female,74
95PP,Fermanagh,4,Methodist Church in Ireland,7,30-34 years,2,Male,62
95PP,Fermanagh,4,Methodist Church in Ireland,8,35-39 years,1,Female,70
95PP,Fermanagh,4,Methodist Church in Ireland,8,35-39 years,2,Male,72
95PP,Fermanagh,4,Methodist Church in Ireland,9,40-44 years,1,Female,77
95PP,Fermanagh,4,Methodist Church in Ireland,9,40-44 years,2,Male,78
95PP,Fermanagh,4,Methodist Church in Ireland,10,45-49 years,1,Female,73
95PP,Fermanagh,4,Methodist Church in Ireland,10,45-49 years,2,Male,84
95PP,Fermanagh,4,Methodist Church in Ireland,11,50-54 years,1,Female,95
95PP,Fermanagh,4,Methodist Church in Ireland,11,50-54 years,2,Male,85
95PP,Fermanagh,4,Methodist Church in Ireland,12,55-59 years,1,Female,92
95PP,Fermanagh,4,Methodist Church in Ireland,12,55-59 years,2,Male,87
95PP,Fermanagh,4,Methodist Church in Ireland,13,60-64 years,1,Female,77
95PP,Fermanagh,4,Methodist Church in Ireland,13,60-64 years,2,Male,77
95PP,Fermanagh,4,Methodist Church in Ireland,14,65-69 years,1,Female,95
95PP,Fermanagh,4,Methodist Church in Ireland,14,65-69 years,2,Male,79
95PP,Fermanagh,4,Methodist Church in Ireland,15,70-74 years,1,Female,93
95PP,Fermanagh,4,Methodist Church in Ireland,15,70-74 years,2,Male,80
95PP,Fermanagh,4,Methodist Church in Ireland,16,75-79 years,1,Female,62
95PP,Fermanagh,4,Methodist Church in Ireland,16,75-79 years,2,Male,69
95PP,Fermanagh,4,Methodist Church in Ireland,17,80-84 years,1,Female,51
95PP,Fermanagh,4,Methodist Church in Ireland,17,80-84 years,2,Male,42
95PP,Fermanagh,4,Methodist Church in Ireland,18,85-89 years,1,Female,33
95PP,Fermanagh,4,Methodist Church in Ireland,18,85-89 years,2,Male,23
95PP,Fermanagh,4,Methodist Church in Ireland,19,90+ years,1,Female,24
95PP,Fermanagh,4,Methodist Church in Ireland,19,90+ years,2,Male,15
95PP,Fermanagh,5,Other Christian (including Christian related),1,0-4 years,1,Female,71
95PP,Fermanagh,5,Other Christian (including Christian related),1,0-4 years,2,Male,82
95PP,Fermanagh,5,Other Christian (including Christian related),2,5-9 years,1,Female,100
95PP,Fermanagh,5,Other Christian (including Christian related),2,5-9 years,2,Male,104
95PP,Fermanagh,5,Other Christian (including Christian related),3,10-14 years,1,Female,95
95PP,Fermanagh,5,Other Christian (including Christian related),3,10-14 years,2,Male,97
95PP,Fermanagh,5,Other Christian (including Christian related),4,15-19 years,1,Female,74
95PP,Fermanagh,5,Other Christian (including Christian related),4,15-19 years,2,Male,85
95PP,Fermanagh,5,Other Christian (including Christian related),5,20-24 years,1,Female,52
95PP,Fermanagh,5,Other Christian (including Christian related),5,20-24 years,2,Male,72
95PP,Fermanagh,5,Other Christian (including Christian related),6,25-29 years,1,Female,70
95PP,Fermanagh,5,Other Christian (including Christian related),6,25-29 years,2,Male,73
95PP,Fermanagh,5,Other Christian (including Christian related),7,30-34 years,1,Female,81
95PP,Fermanagh,5,Other Christian (including Christian related),7,30-34 years,2,Male,79
95PP,Fermanagh,5,Other Christian (including Christian related),8,35-39 years,1,Female,102
95PP,Fermanagh,5,Other Christian (including Christian related),8,35-39 years,2,Male,91
95PP,Fermanagh,5,Other Christian (including Christian related),9,40-44 years,1,Female,113
95PP,Fermanagh,5,Other Christian (including Christian related),9,40-44 years,2,Male,93
95PP,Fermanagh,5,Other Christian (including Christian related),10,45-49 years,1,Female,90
95PP,Fermanagh,5,Other Christian (including Christian related),10,45-49 years,2,Male,76
95PP,Fermanagh,5,Other Christian (including Christian related),11,50-54 years,1,Female,121
95PP,Fermanagh,5,Other Christian (including Christian related),11,50-54 years,2,Male,97
95PP,Fermanagh,5,Other Christian (including Christian related),12,55-59 years,1,Female,113
95PP,Fermanagh,5,Other Christian (including Christian related),12,55-59 years,2,Male,100
95PP,Fermanagh,5,Other Christian (including Christian related),13,60-64 years,1,Female,108
95PP,Fermanagh,5,Other Christian (including Christian related),13,60-64 years,2,Male,93
95PP,Fermanagh,5,Other Christian (including Christian related),14,65-69 years,1,Female,96
95PP,Fermanagh,5,Other Christian (including Christian related),14,65-69 years,2,Male,82
95PP,Fermanagh,5,Other Christian (including Christian related),15,70-74 years,1,Female,66
95PP,Fermanagh,5,Other Christian (including Christian related),15,70-74 years,2,Male,71
95PP,Fermanagh,5,Other Christian (including Christian related),16,75-79 years,1,Female,51
95PP,Fermanagh,5,Other Christian (including Christian related),16,75-79 years,2,Male,35
95PP,Fermanagh,5,Other Christian (including Christian related),17,80-84 years,1,Female,41
95PP,Fermanagh,5,Other Christian (including Christian related),17,80-84 years,2,Male,28
95PP,Fermanagh,5,Other Christian (including Christian related),18,85-89 years,1,Female,28
95PP,Fermanagh,5,Other Christian (including Christian related),18,85-89 years,2,Male,19
95PP,Fermanagh,5,Other Christian (including Christian related),19,90+ years,1,Female,24
95PP,Fermanagh,5,Other Christian (including Christian related),19,90+ years,2,Male,10
95PP,Fermanagh,6,Other religions,1,0-4 years,1,Female,21
95PP,Fermanagh,6,Other religions,1,0-4 years,2,Male,26
95PP,Fermanagh,6,Other religions,2,5-9 years,1,Female,21
95PP,Fermanagh,6,Other religions,2,5-9 years,2,Male,28
95PP,Fermanagh,6,Other religions,3,10-14 years,1,Female,16
95PP,Fermanagh,6,Other religions,3,10-14 years,2,Male,20
95PP,Fermanagh,6,Other religions,4,15-19 years,1,Female,13
95PP,Fermanagh,6,Other religions,4,15-19 years,2,Male,8
95PP,Fermanagh,6,Other religions,5,20-24 years,1,Female,17
95PP,Fermanagh,6,Other religions,5,20-24 years,2,Male,13
95PP,Fermanagh,6,Other religions,6,25-29 years,1,Female,27
95PP,Fermanagh,6,Other religions,6,25-29 years,2,Male,20
95PP,Fermanagh,6,Other religions,7,30-34 years,1,Female,53
95PP,Fermanagh,6,Other religions,7,30-34 years,2,Male,35
95PP,Fermanagh,6,Other religions,8,35-39 years,1,Female,23
95PP,Fermanagh,6,Other religions,8,35-39 years,2,Male,24
95PP,Fermanagh,6,Other religions,9,40-44 years,1,Female,21
95PP,Fermanagh,6,Other religions,9,40-44 years,2,Male,19
95PP,Fermanagh,6,Other religions,10,45-49 years,1,Female,16
95PP,Fermanagh,6,Other religions,10,45-49 years,2,Male,18
95PP,Fermanagh,6,Other religions,11,50-54 years,1,Female,14
95PP,Fermanagh,6,Other religions,11,50-54 years,2,Male,15
95PP,Fermanagh,6,Other religions,12,55-59 years,1,Female,23
95PP,Fermanagh,6,Other religions,12,55-59 years,2,Male,13
95PP,Fermanagh,6,Other religions,13,60-64 years,1,Female,16
95PP,Fermanagh,6,Other religions,13,60-64 years,2,Male,9
95PP,Fermanagh,6,Other religions,14,65-69 years,1,Female,8
95PP,Fermanagh,6,Other religions,14,65-69 years,2,Male,14
95PP,Fermanagh,6,Other religions,15,70-74 years,1,Female,8
95PP,Fermanagh,6,Other religions,15,70-74 years,2,Male,16
95PP,Fermanagh,6,Other religions,16,75-79 years,1,Female,8
95PP,Fermanagh,6,Other religions,16,75-79 years,2,Male,8
95PP,Fermanagh,6,Other religions,17,80-84 years,1,Female,2
95PP,Fermanagh,6,Other religions,17,80-84 years,2,Male,4
95PP,Fermanagh,6,Other religions,18,85-89 years,1,Female,4
95PP,Fermanagh,6,Other religions,18,85-89 years,2,Male,2
95PP,Fermanagh,6,Other religions,19,90+ years,1,Female,2
95PP,Fermanagh,6,Other religions,19,90+ years,2,Male,1
95PP,Fermanagh,7,No religion,1,0-4 years,1,Female,229
95PP,Fermanagh,7,No religion,1,0-4 years,2,Male,208
95PP,Fermanagh,7,No religion,2,5-9 years,1,Female,163
95PP,Fermanagh,7,No religion,2,5-9 years,2,Male,215
95PP,Fermanagh,7,No religion,3,10-14 years,1,Female,160
95PP,Fermanagh,7,No religion,3,10-14 years,2,Male,215
95PP,Fermanagh,7,No religion,4,15-19 years,1,Female,190
95PP,Fermanagh,7,No religion,4,15-19 years,2,Male,195
95PP,Fermanagh,7,No religion,5,20-24 years,1,Female,178
95PP,Fermanagh,7,No religion,5,20-24 years,2,Male,223
95PP,Fermanagh,7,No religion,6,25-29 years,1,Female,208
95PP,Fermanagh,7,No religion,6,25-29 years,2,Male,242
95PP,Fermanagh,7,No religion,7,30-34 years,1,Female,209
95PP,Fermanagh,7,No religion,7,30-34 years,2,Male,241
95PP,Fermanagh,7,No religion,8,35-39 years,1,Female,200
95PP,Fermanagh,7,No religion,8,35-39 years,2,Male,239
95PP,Fermanagh,7,No religion,9,40-44 years,1,Female,210
95PP,Fermanagh,7,No religion,9,40-44 years,2,Male,229
95PP,Fermanagh,7,No religion,10,45-49 years,1,Female,175
95PP,Fermanagh,7,No religion,10,45-49 years,2,Male,212
95PP,Fermanagh,7,No religion,11,50-54 years,1,Female,200
95PP,Fermanagh,7,No religion,11,50-54 years,2,Male,241
95PP,Fermanagh,7,No religion,12,55-59 years,1,Female,173
95PP,Fermanagh,7,No religion,12,55-59 years,2,Male,240
95PP,Fermanagh,7,No religion,13,60-64 years,1,Female,140
95PP,Fermanagh,7,No religion,13,60-64 years,2,Male,186
95PP,Fermanagh,7,No religion,14,65-69 years,1,Female,83
95PP,Fermanagh,7,No religion,14,65-69 years,2,Male,153
95PP,Fermanagh,7,No religion,15,70-74 years,1,Female,71
95PP,Fermanagh,7,No religion,15,70-74 years,2,Male,134
95PP,Fermanagh,7,No religion,16,75-79 years,1,Female,30
95PP,Fermanagh,7,No religion,16,75-79 years,2,Male,63
95PP,Fermanagh,7,No religion,17,80-84 years,1,Female,21
95PP,Fermanagh,7,No religion,17,80-84 years,2,Male,35
95PP,Fermanagh,7,No religion,18,85-89 years,1,Female,4
95PP,Fermanagh,7,No religion,18,85-89 years,2,Male,9
95PP,Fermanagh,7,No religion,19,90+ years,1,Female,2
95PP,Fermanagh,7,No religion,19,90+ years,2,Male,1
95PP,Fermanagh,8,Religion not stated,1,0-4 years,1,Female,48
95PP,Fermanagh,8,Religion not stated,1,0-4 years,2,Male,50
95PP,Fermanagh,8,Religion not stated,2,5-9 years,1,Female,39
95PP,Fermanagh,8,Religion not stated,2,5-9 years,2,Male,55
95PP,Fermanagh,8,Religion not stated,3,10-14 years,1,Female,26
95PP,Fermanagh,8,Religion not stated,3,10-14 years,2,Male,32
95PP,Fermanagh,8,Religion not stated,4,15-19 years,1,Female,47
95PP,Fermanagh,8,Religion not stated,4,15-19 years,2,Male,49
95PP,Fermanagh,8,Religion not stated,5,20-24 years,1,Female,17
95PP,Fermanagh,8,Religion not stated,5,20-24 years,2,Male,36
95PP,Fermanagh,8,Religion not stated,6,25-29 years,1,Female,28
95PP,Fermanagh,8,Religion not stated,6,25-29 years,2,Male,33
95PP,Fermanagh,8,Religion not stated,7,30-34 years,1,Female,25
95PP,Fermanagh,8,Religion not stated,7,30-34 years,2,Male,33
95PP,Fermanagh,8,Religion not stated,8,35-39 years,1,Female,34
95PP,Fermanagh,8,Religion not stated,8,35-39 years,2,Male,30
95PP,Fermanagh,8,Religion not stated,9,40-44 years,1,Female,25
95PP,Fermanagh,8,Religion not stated,9,40-44 years,2,Male,28
95PP,Fermanagh,8,Religion not stated,10,45-49 years,1,Female,19
95PP,Fermanagh,8,Religion not stated,10,45-49 years,2,Male,30
95PP,Fermanagh,8,Religion not stated,11,50-54 years,1,Female,41
95PP,Fermanagh,8,Religion not stated,11,50-54 years,2,Male,34
95PP,Fermanagh,8,Religion not stated,12,55-59 years,1,Female,20
95PP,Fermanagh,8,Religion not stated,12,55-59 years,2,Male,40
95PP,Fermanagh,8,Religion not stated,13,60-64 years,1,Female,30
95PP,Fermanagh,8,Religion not stated,13,60-64 years,2,Male,37
95PP,Fermanagh,8,Religion not stated,14,65-69 years,1,Female,40
95PP,Fermanagh,8,Religion not stated,14,65-69 years,2,Male,32
95PP,Fermanagh,8,Religion not stated,15,70-74 years,1,Female,39
95PP,Fermanagh,8,Religion not stated,15,70-74 years,2,Male,40
95PP,Fermanagh,8,Religion not stated,16,75-79 years,1,Female,36
95PP,Fermanagh,8,Religion not stated,16,75-79 years,2,Male,29
95PP,Fermanagh,8,Religion not stated,17,80-84 years,1,Female,37
95PP,Fermanagh,8,Religion not stated,17,80-84 years,2,Male,37
95PP,Fermanagh,8,Religion not stated,18,85-89 years,1,Female,17
95PP,Fermanagh,8,Religion not stated,18,85-89 years,2,Male,13
95PP,Fermanagh,8,Religion not stated,19,90+ years,1,Female,23
95PP,Fermanagh,8,Religion not stated,19,90+ years,2,Male,7
95QQ,Larne,1,Catholic,1,0-4 years,1,Female,150
95QQ,Larne,1,Catholic,1,0-4 years,2,Male,155
95QQ,Larne,1,Catholic,2,5-9 years,1,Female,189
95QQ,Larne,1,Catholic,2,5-9 years,2,Male,188
95QQ,Larne,1,Catholic,3,10-14 years,1,Female,205
95QQ,Larne,1,Catholic,3,10-14 years,2,Male,190
95QQ,Larne,1,Catholic,4,15-19 years,1,Female,196
95QQ,Larne,1,Catholic,4,15-19 years,2,Male,207
95QQ,Larne,1,Catholic,5,20-24 years,1,Female,169
95QQ,Larne,1,Catholic,5,20-24 years,2,Male,197
95QQ,Larne,1,Catholic,6,25-29 years,1,Female,196
95QQ,Larne,1,Catholic,6,25-29 years,2,Male,185
95QQ,Larne,1,Catholic,7,30-34 years,1,Female,234
95QQ,Larne,1,Catholic,7,30-34 years,2,Male,177
95QQ,Larne,1,Catholic,8,35-39 years,1,Female,220
95QQ,Larne,1,Catholic,8,35-39 years,2,Male,174
95QQ,Larne,1,Catholic,9,40-44 years,1,Female,211
95QQ,Larne,1,Catholic,9,40-44 years,2,Male,163
95QQ,Larne,1,Catholic,10,45-49 years,1,Female,236
95QQ,Larne,1,Catholic,10,45-49 years,2,Male,194
95QQ,Larne,1,Catholic,11,50-54 years,1,Female,296
95QQ,Larne,1,Catholic,11,50-54 years,2,Male,275
95QQ,Larne,1,Catholic,12,55-59 years,1,Female,302
95QQ,Larne,1,Catholic,12,55-59 years,2,Male,310
95QQ,Larne,1,Catholic,13,60-64 years,1,Female,242
95QQ,Larne,1,Catholic,13,60-64 years,2,Male,258
95QQ,Larne,1,Catholic,14,65-69 years,1,Female,179
95QQ,Larne,1,Catholic,14,65-69 years,2,Male,163
95QQ,Larne,1,Catholic,15,70-74 years,1,Female,202
95QQ,Larne,1,Catholic,15,70-74 years,2,Male,156
95QQ,Larne,1,Catholic,16,75-79 years,1,Female,133
95QQ,Larne,1,Catholic,16,75-79 years,2,Male,119
95QQ,Larne,1,Catholic,17,80-84 years,1,Female,105
95QQ,Larne,1,Catholic,17,80-84 years,2,Male,75
95QQ,Larne,1,Catholic,18,85-89 years,1,Female,65
95QQ,Larne,1,Catholic,18,85-89 years,2,Male,44
95QQ,Larne,1,Catholic,19,90+ years,1,Female,34
95QQ,Larne,1,Catholic,19,90+ years,2,Male,10
95QQ,Larne,2,Presbyterian Church in Ireland,1,0-4 years,1,Female,206
95QQ,Larne,2,Presbyterian Church in Ireland,1,0-4 years,2,Male,204
95QQ,Larne,2,Presbyterian Church in Ireland,2,5-9 years,1,Female,264
95QQ,Larne,2,Presbyterian Church in Ireland,2,5-9 years,2,Male,251
95QQ,Larne,2,Presbyterian Church in Ireland,3,10-14 years,1,Female,247
95QQ,Larne,2,Presbyterian Church in Ireland,3,10-14 years,2,Male,265
95QQ,Larne,2,Presbyterian Church in Ireland,4,15-19 years,1,Female,259
95QQ,Larne,2,Presbyterian Church in Ireland,4,15-19 years,2,Male,262
95QQ,Larne,2,Presbyterian Church in Ireland,5,20-24 years,1,Female,230
95QQ,Larne,2,Presbyterian Church in Ireland,5,20-24 years,2,Male,254
95QQ,Larne,2,Presbyterian Church in Ireland,6,25-29 years,1,Female,223
95QQ,Larne,2,Presbyterian Church in Ireland,6,25-29 years,2,Male,221
95QQ,Larne,2,Presbyterian Church in Ireland,7,30-34 years,1,Female,290
95QQ,Larne,2,Presbyterian Church in Ireland,7,30-34 years,2,Male,237
95QQ,Larne,2,Presbyterian Church in Ireland,8,35-39 years,1,Female,263
95QQ,Larne,2,Presbyterian Church in Ireland,8,35-39 years,2,Male,267
95QQ,Larne,2,Presbyterian Church in Ireland,9,40-44 years,1,Female,269
95QQ,Larne,2,Presbyterian Church in Ireland,9,40-44 years,2,Male,266
95QQ,Larne,2,Presbyterian Church in Ireland,10,45-49 years,1,Female,336
95QQ,Larne,2,Presbyterian Church in Ireland,10,45-49 years,2,Male,308
95QQ,Larne,2,Presbyterian Church in Ireland,11,50-54 years,1,Female,413
95QQ,Larne,2,Presbyterian Church in Ireland,11,50-54 years,2,Male,398
95QQ,Larne,2,Presbyterian Church in Ireland,12,55-59 years,1,Female,477
95QQ,Larne,2,Presbyterian Church in Ireland,12,55-59 years,2,Male,482
95QQ,Larne,2,Presbyterian Church in Ireland,13,60-64 years,1,Female,407
95QQ,Larne,2,Presbyterian Church in Ireland,13,60-64 years,2,Male,414
95QQ,Larne,2,Presbyterian Church in Ireland,14,65-69 years,1,Female,333
95QQ,Larne,2,Presbyterian Church in Ireland,14,65-69 years,2,Male,348
95QQ,Larne,2,Presbyterian Church in Ireland,15,70-74 years,1,Female,335
95QQ,Larne,2,Presbyterian Church in Ireland,15,70-74 years,2,Male,320
95QQ,Larne,2,Presbyterian Church in Ireland,16,75-79 years,1,Female,311
95QQ,Larne,2,Presbyterian Church in Ireland,16,75-79 years,2,Male,273
95QQ,Larne,2,Presbyterian Church in Ireland,17,80-84 years,1,Female,231
95QQ,Larne,2,Presbyterian Church in Ireland,17,80-84 years,2,Male,170
95QQ,Larne,2,Presbyterian Church in Ireland,18,85-89 years,1,Female,149
95QQ,Larne,2,Presbyterian Church in Ireland,18,85-89 years,2,Male,108
95QQ,Larne,2,Presbyterian Church in Ireland,19,90+ years,1,Female,81
95QQ,Larne,2,Presbyterian Church in Ireland,19,90+ years,2,Male,41
95QQ,Larne,3,Church of Ireland,1,0-4 years,1,Female,65
95QQ,Larne,3,Church of Ireland,1,0-4 years,2,Male,64
95QQ,Larne,3,Church of Ireland,2,5-9 years,1,Female,75
95QQ,Larne,3,Church of Ireland,2,5-9 years,2,Male,85
95QQ,Larne,3,Church of Ireland,3,10-14 years,1,Female,104
95QQ,Larne,3,Church of Ireland,3,10-14 years,2,Male,102
95QQ,Larne,3,Church of Ireland,4,15-19 years,1,Female,102
95QQ,Larne,3,Church of Ireland,4,15-19 years,2,Male,77
95QQ,Larne,3,Church of Ireland,5,20-24 years,1,Female,55
95QQ,Larne,3,Church of Ireland,5,20-24 years,2,Male,77
95QQ,Larne,3,Church of Ireland,6,25-29 years,1,Female,73
95QQ,Larne,3,Church of Ireland,6,25-29 years,2,Male,59
95QQ,Larne,3,Church of Ireland,7,30-34 years,1,Female,82
95QQ,Larne,3,Church of Ireland,7,30-34 years,2,Male,67
95QQ,Larne,3,Church of Ireland,8,35-39 years,1,Female,91
95QQ,Larne,3,Church of Ireland,8,35-39 years,2,Male,68
95QQ,Larne,3,Church of Ireland,9,40-44 years,1,Female,112
95QQ,Larne,3,Church of Ireland,9,40-44 years,2,Male,76
95QQ,Larne,3,Church of Ireland,10,45-49 years,1,Female,121
95QQ,Larne,3,Church of Ireland,10,45-49 years,2,Male,85
95QQ,Larne,3,Church of Ireland,11,50-54 years,1,Female,152
95QQ,Larne,3,Church of Ireland,11,50-54 years,2,Male,142
95QQ,Larne,3,Church of Ireland,12,55-59 years,1,Female,163
95QQ,Larne,3,Church of Ireland,12,55-59 years,2,Male,149
95QQ,Larne,3,Church of Ireland,13,60-64 years,1,Female,147
95QQ,Larne,3,Church of Ireland,13,60-64 years,2,Male,124
95QQ,Larne,3,Church of Ireland,14,65-69 years,1,Female,136
95QQ,Larne,3,Church of Ireland,14,65-69 years,2,Male,120
95QQ,Larne,3,Church of Ireland,15,70-74 years,1,Female,134
95QQ,Larne,3,Church of Ireland,15,70-74 years,2,Male,114
95QQ,Larne,3,Church of Ireland,16,75-79 years,1,Female,103
95QQ,Larne,3,Church of Ireland,16,75-79 years,2,Male,78
95QQ,Larne,3,Church of Ireland,17,80-84 years,1,Female,64
95QQ,Larne,3,Church of Ireland,17,80-84 years,2,Male,50
95QQ,Larne,3,Church of Ireland,18,85-89 years,1,Female,50
95QQ,Larne,3,Church of Ireland,18,85-89 years,2,Male,27
95QQ,Larne,3,Church of Ireland,19,90+ years,1,Female,22
95QQ,Larne,3,Church of Ireland,19,90+ years,2,Male,10
95QQ,Larne,4,Methodist Church in Ireland,1,0-4 years,1,Female,24
95QQ,Larne,4,Methodist Church in Ireland,1,0-4 years,2,Male,22
95QQ,Larne,4,Methodist Church in Ireland,2,5-9 years,1,Female,35
95QQ,Larne,4,Methodist Church in Ireland,2,5-9 years,2,Male,29
95QQ,Larne,4,Methodist Church in Ireland,3,10-14 years,1,Female,25
95QQ,Larne,4,Methodist Church in Ireland,3,10-14 years,2,Male,30
95QQ,Larne,4,Methodist Church in Ireland,4,15-19 years,1,Female,27
95QQ,Larne,4,Methodist Church in Ireland,4,15-19 years,2,Male,32
95QQ,Larne,4,Methodist Church in Ireland,5,20-24 years,1,Female,25
95QQ,Larne,4,Methodist Church in Ireland,5,20-24 years,2,Male,21
95QQ,Larne,4,Methodist Church in Ireland,6,25-29 years,1,Female,14
95QQ,Larne,4,Methodist Church in Ireland,6,25-29 years,2,Male,24
95QQ,Larne,4,Methodist Church in Ireland,7,30-34 years,1,Female,30
95QQ,Larne,4,Methodist Church in Ireland,7,30-34 years,2,Male,20
95QQ,Larne,4,Methodist Church in Ireland,8,35-39 years,1,Female,35
95QQ,Larne,4,Methodist Church in Ireland,8,35-39 years,2,Male,27
95QQ,Larne,4,Methodist Church in Ireland,9,40-44 years,1,Female,24
95QQ,Larne,4,Methodist Church in Ireland,9,40-44 years,2,Male,25
95QQ,Larne,4,Methodist Church in Ireland,10,45-49 years,1,Female,49
95QQ,Larne,4,Methodist Church in Ireland,10,45-49 years,2,Male,35
95QQ,Larne,4,Methodist Church in Ireland,11,50-54 years,1,Female,52
95QQ,Larne,4,Methodist Church in Ireland,11,50-54 years,2,Male,34
95QQ,Larne,4,Methodist Church in Ireland,12,55-59 years,1,Female,54
95QQ,Larne,4,Methodist Church in Ireland,12,55-59 years,2,Male,33
95QQ,Larne,4,Methodist Church in Ireland,13,60-64 years,1,Female,54
95QQ,Larne,4,Methodist Church in Ireland,13,60-64 years,2,Male,45
95QQ,Larne,4,Methodist Church in Ireland,14,65-69 years,1,Female,38
95QQ,Larne,4,Methodist Church in Ireland,14,65-69 years,2,Male,44
95QQ,Larne,4,Methodist Church in Ireland,15,70-74 years,1,Female,49
95QQ,Larne,4,Methodist Church in Ireland,15,70-74 years,2,Male,30
95QQ,Larne,4,Methodist Church in Ireland,16,75-79 years,1,Female,43
95QQ,Larne,4,Methodist Church in Ireland,16,75-79 years,2,Male,30
95QQ,Larne,4,Methodist Church in Ireland,17,80-84 years,1,Female,21
95QQ,Larne,4,Methodist Church in Ireland,17,80-84 years,2,Male,16
95QQ,Larne,4,Methodist Church in Ireland,18,85-89 years,1,Female,9
95QQ,Larne,4,Methodist Church in Ireland,18,85-89 years,2,Male,10
95QQ,Larne,4,Methodist Church in Ireland,19,90+ years,1,Female,9
95QQ,Larne,4,Methodist Church in Ireland,19,90+ years,2,Male,4
95QQ,Larne,5,Other Christian (including Christian related),1,0-4 years,1,Female,55
95QQ,Larne,5,Other Christian (including Christian related),1,0-4 years,2,Male,59
95QQ,Larne,5,Other Christian (including Christian related),2,5-9 years,1,Female,83
95QQ,Larne,5,Other Christian (including Christian related),2,5-9 years,2,Male,68
95QQ,Larne,5,Other Christian (including Christian related),3,10-14 years,1,Female,85
95QQ,Larne,5,Other Christian (including Christian related),3,10-14 years,2,Male,98
95QQ,Larne,5,Other Christian (including Christian related),4,15-19 years,1,Female,66
95QQ,Larne,5,Other Christian (including Christian related),4,15-19 years,2,Male,85
95QQ,Larne,5,Other Christian (including Christian related),5,20-24 years,1,Female,50
95QQ,Larne,5,Other Christian (including Christian related),5,20-24 years,2,Male,41
95QQ,Larne,5,Other Christian (including Christian related),6,25-29 years,1,Female,59
95QQ,Larne,5,Other Christian (including Christian related),6,25-29 years,2,Male,44
95QQ,Larne,5,Other Christian (including Christian related),7,30-34 years,1,Female,72
95QQ,Larne,5,Other Christian (including Christian related),7,30-34 years,2,Male,60
95QQ,Larne,5,Other Christian (including Christian related),8,35-39 years,1,Female,88
95QQ,Larne,5,Other Christian (including Christian related),8,35-39 years,2,Male,73
95QQ,Larne,5,Other Christian (including Christian related),9,40-44 years,1,Female,95
95QQ,Larne,5,Other Christian (including Christian related),9,40-44 years,2,Male,73
95QQ,Larne,5,Other Christian (including Christian related),10,45-49 years,1,Female,107
95QQ,Larne,5,Other Christian (including Christian related),10,45-49 years,2,Male,79
95QQ,Larne,5,Other Christian (including Christian related),11,50-54 years,1,Female,93
95QQ,Larne,5,Other Christian (including Christian related),11,50-54 years,2,Male,77
95QQ,Larne,5,Other Christian (including Christian related),12,55-59 years,1,Female,107
95QQ,Larne,5,Other Christian (including Christian related),12,55-59 years,2,Male,96
95QQ,Larne,5,Other Christian (including Christian related),13,60-64 years,1,Female,85
95QQ,Larne,5,Other Christian (including Christian related),13,60-64 years,2,Male,87
95QQ,Larne,5,Other Christian (including Christian related),14,65-69 years,1,Female,68
95QQ,Larne,5,Other Christian (including Christian related),14,65-69 years,2,Male,55
95QQ,Larne,5,Other Christian (including Christian related),15,70-74 years,1,Female,79
95QQ,Larne,5,Other Christian (including Christian related),15,70-74 years,2,Male,58
95QQ,Larne,5,Other Christian (including Christian related),16,75-79 years,1,Female,56
95QQ,Larne,5,Other Christian (including Christian related),16,75-79 years,2,Male,62
95QQ,Larne,5,Other Christian (including Christian related),17,80-84 years,1,Female,31
95QQ,Larne,5,Other Christian (including Christian related),17,80-84 years,2,Male,36
95QQ,Larne,5,Other Christian (including Christian related),18,85-89 years,1,Female,31
95QQ,Larne,5,Other Christian (including Christian related),18,85-89 years,2,Male,15
95QQ,Larne,5,Other Christian (including Christian related),19,90+ years,1,Female,17
95QQ,Larne,5,Other Christian (including Christian related),19,90+ years,2,Male,7
95QQ,Larne,6,Other religions,1,0-4 years,1,Female,4
95QQ,Larne,6,Other religions,1,0-4 years,2,Male,8
95QQ,Larne,6,Other religions,2,5-9 years,1,Female,7
95QQ,Larne,6,Other religions,2,5-9 years,2,Male,6
95QQ,Larne,6,Other religions,3,10-14 years,1,Female,5
95QQ,Larne,6,Other religions,3,10-14 years,2,Male,5
95QQ,Larne,6,Other religions,4,15-19 years,1,Female,5
95QQ,Larne,6,Other religions,4,15-19 years,2,Male,9
95QQ,Larne,6,Other religions,5,20-24 years,1,Female,6
95QQ,Larne,6,Other religions,5,20-24 years,2,Male,5
95QQ,Larne,6,Other religions,6,25-29 years,1,Female,6
95QQ,Larne,6,Other religions,6,25-29 years,2,Male,6
95QQ,Larne,6,Other religions,7,30-34 years,1,Female,17
95QQ,Larne,6,Other religions,7,30-34 years,2,Male,15
95QQ,Larne,6,Other religions,8,35-39 years,1,Female,9
95QQ,Larne,6,Other religions,8,35-39 years,2,Male,5
95QQ,Larne,6,Other religions,9,40-44 years,1,Female,9
95QQ,Larne,6,Other religions,9,40-44 years,2,Male,8
