census_year,geo_code,geography,sex,religion,age_band,yob,population
2021,95DD,Ballymena,male,No religion,35-39,1982-1986,442.0
2021,95DD,Ballymena,female,No religion,40-44,1977-1981,351.0
2021,95DD,Ballymena,male,No religion,40-44,1977-1981,398.0
2021,95DD,Ballymena,female,No religion,45-49,1972-1976,342.0
2021,95DD,Ballymena,male,No religion,45-49,1972-1976,429.0
2021,95DD,Ballymena,female,No religion,50-54,1967-1971,355.0
2021,95DD,Ballymena,male,No religion,50-54,1967-1971,411.0
2021,95DD,Ballymena,female,No religion,55-59,1962-1966,307.0
2021,95DD,Ballymena,male,No religion,55-59,1962-1966,352.0
2021,95DD,Ballymena,female,No religion,60-64,1957-1961,239.0
2021,95DD,Ballymena,male,No religion,60-64,1957-1961,261.0
2021,95DD,Ballymena,female,No religion,65-69,1952-1956,130.0
2021,95DD,Ballymena,male,No religion,65-69,1952-1956,200.0
2021,95DD,Ballymena,female,No religion,70-74,1947-1951,93.0
2021,95DD,Ballymena,male,No religion,70-74,1947-1951,142.0
2021,95DD,Ballymena,female,No religion,75-79,1942-1946,58.0
2021,95DD,Ballymena,male,No religion,75-79,1942-1946,83.0
2021,95DD,Ballymena,female,No religion,80-84,1937-1941,27.0
2021,95DD,Ballymena,male,No religion,80-84,1937-1941,26.0
2021,95DD,Ballymena,female,No religion,85-89,1932-1936,9.0
2021,95DD,Ballymena,male,No religion,85-89,1932-1936,18.0
2021,95DD,Ballymena,female,No religion,90+,pre-1932,8.0
2021,95DD,Ballymena,male,No religion,90+,pre-1932,5.0
2021,95DD,Ballymena,female,Not stated,0-4,2017-2021,63.0
2021,95DD,Ballymena,male,Not stated,0-4,2017-2021,58.0
2021,95DD,Ballymena,female,Not stated,5-9,2012-2016,55.0
2021,95DD,Ballymena,male,Not stated,5-9,2012-2016,59.0
2021,95DD,Ballymena,female,Not stated,10-14,2007-2011,46.0
2021,95DD,Ballymena,male,Not stated,10-14,2007-2011,66.0
2021,95DD,Ballymena,female,Not stated,15-19,2002-2006,49.0
2021,95DD,Ballymena,male,Not stated,15-19,2002-2006,63.0
2021,95DD,Ballymena,female,Not stated,20-24,1997-2001,50.0
2021,95DD,Ballymena,male,Not stated,20-24,1997-2001,47.0
2021,95DD,Ballymena,female,Not stated,25-29,1992-1996,57.0
2021,95DD,Ballymena,male,Not stated,25-29,1992-1996,54.0
2021,95DD,Ballymena,female,Not stated,30-34,1987-1991,57.0
2021,95DD,Ballymena,male,Not stated,30-34,1987-1991,70.0
2021,95DD,Ballymena,female,Not stated,35-39,1982-1986,46.0
2021,95DD,Ballymena,male,Not stated,35-39,1982-1986,72.0
2021,95DD,Ballymena,female,Not stated,40-44,1977-1981,49.0
2021,95DD,Ballymena,male,Not stated,40-44,1977-1981,66.0
2021,95DD,Ballymena,female,Not stated,45-49,1972-1976,47.0
2021,95DD,Ballymena,male,Not stated,45-49,1972-1976,64.0
2021,95DD,Ballymena,female,Not stated,50-54,1967-1971,41.0
2021,95DD,Ballymena,male,Not stated,50-54,1967-1971,54.0
2021,95DD,Ballymena,female,Not stated,55-59,1962-1966,45.0
2021,95DD,Ballymena,male,Not stated,55-59,1962-1966,39.0
2021,95DD,Ballymena,female,Not stated,60-64,1957-1961,26.0
2021,95DD,Ballymena,male,Not stated,60-64,1957-1961,38.0
2021,95DD,Ballymena,female,Not stated,65-69,1952-1956,36.0
2021,95DD,Ballymena,male,Not stated,65-69,1952-1956,41.0
2021,95DD,Ballymena,female,Not stated,70-74,1947-1951,41.0
2021,95DD,Ballymena,male,Not stated,70-74,1947-1951,46.0
2021,95DD,Ballymena,female,Not stated,75-79,1942-1946,31.0
2021,95DD,Ballymena,male,Not stated,75-79,1942-1946,31.0
2021,95DD,Ballymena,female,Not stated,80-84,1937-1941,34.0
2021,95DD,Ballymena,male,Not stated,80-84,1937-1941,22.0
2021,95DD,Ballymena,female,Not stated,85-89,1932-1936,18.0
2021,95DD,Ballymena,male,Not stated,85-89,1932-1936,15.0
2021,95DD,Ballymena,female,Not stated,90+,pre-1932,17.0
2021,95DD,Ballymena,male,Not stated,90+,pre-1932,4.0
2021,95EE,Ballymoney,female,Catholic,0-4,2017-2021,306.0
2021,95EE,Ballymoney,male,Catholic,0-4,2017-2021,340.0
2021,95EE,Ballymoney,female,Catholic,5-9,2012-2016,312.0
2021,95EE,Ballymoney,male,Catholic,5-9,2012-2016,339.0
2021,95EE,Ballymoney,female,Catholic,10-14,2007-2011,354.0
2021,95EE,Ballymoney,male,Catholic,10-14,2007-2011,363.0
2021,95EE,Ballymoney,female,Catholic,15-19,2002-2006,314.0
2021,95EE,Ballymoney,male,Catholic,15-19,2002-2006,328.0
2021,95EE,Ballymoney,female,Catholic,20-24,1997-2001,299.0
2021,95EE,Ballymoney,male,Catholic,20-24,1997-2001,281.0
2021,95EE,Ballymoney,female,Catholic,25-29,1992-1996,310.0
2021,95EE,Ballymoney,male,Catholic,25-29,1992-1996,282.0
2021,95EE,Ballymoney,female,Catholic,30-34,1987-1991,304.0
2021,95EE,Ballymoney,male,Catholic,30-34,1987-1991,264.0
2021,95EE,Ballymoney,female,Catholic,35-39,1982-1986,333.0
2021,95EE,Ballymoney,male,Catholic,35-39,1982-1986,283.0
2021,95EE,Ballymoney,female,Catholic,40-44,1977-1981,342.0
2021,95EE,Ballymoney,male,Catholic,40-44,1977-1981,318.0
2021,95EE,Ballymoney,female,Catholic,45-49,1972-1976,322.0
2021,95EE,Ballymoney,male,Catholic,45-49,1972-1976,344.0
2021,95EE,Ballymoney,female,Catholic,50-54,1967-1971,333.0
2021,95EE,Ballymoney,male,Catholic,50-54,1967-1971,312.0
2021,95EE,Ballymoney,female,Catholic,55-59,1962-1966,291.0
2021,95EE,Ballymoney,male,Catholic,55-59,1962-1966,311.0
2021,95EE,Ballymoney,female,Catholic,60-64,1957-1961,256.0
2021,95EE,Ballymoney,male,Catholic,60-64,1957-1961,289.0
2021,95EE,Ballymoney,female,Catholic,65-69,1952-1956,206.0
2021,95EE,Ballymoney,male,Catholic,65-69,1952-1956,189.0
2021,95EE,Ballymoney,female,Catholic,70-74,1947-1951,186.0
2021,95EE,Ballymoney,male,Catholic,70-74,1947-1951,172.0
2021,95EE,Ballymoney,female,Catholic,75-79,1942-1946,156.0
2021,95EE,Ballymoney,male,Catholic,75-79,1942-1946,133.0
2021,95EE,Ballymoney,female,Catholic,80-84,1937-1941,101.0
2021,95EE,Ballymoney,male,Catholic,80-84,1937-1941,72.0
2021,95EE,Ballymoney,female,Catholic,85-89,1932-1936,75.0
2021,95EE,Ballymoney,male,Catholic,85-89,1932-1936,38.0
2021,95EE,Ballymoney,female,Catholic,90+,pre-1932,27.0
2021,95EE,Ballymoney,male,Catholic,90+,pre-1932,11.0
2021,95EE,Ballymoney,female,Presbyterian,0-4,2017-2021,233.0
2021,95EE,Ballymoney,male,Presbyterian,0-4,2017-2021,233.0
2021,95EE,Ballymoney,female,Presbyterian,5-9,2012-2016,261.0
2021,95EE,Ballymoney,male,Presbyterian,5-9,2012-2016,256.0
2021,95EE,Ballymoney,female,Presbyterian,10-14,2007-2011,267.0
2021,95EE,Ballymoney,male,Presbyterian,10-14,2007-2011,276.0
2021,95EE,Ballymoney,female,Presbyterian,15-19,2002-2006,243.0
2021,95EE,Ballymoney,male,Presbyterian,15-19,2002-2006,272.0
2021,95EE,Ballymoney,female,Presbyterian,20-24,1997-2001,229.0
2021,95EE,Ballymoney,male,Presbyterian,20-24,1997-2001,212.0
2021,95EE,Ballymoney,female,Presbyterian,25-29,1992-1996,246.0
2021,95EE,Ballymoney,male,Presbyterian,25-29,1992-1996,239.0
2021,95EE,Ballymoney,female,Presbyterian,30-34,1987-1991,299.0
2021,95EE,Ballymoney,male,Presbyterian,30-34,1987-1991,270.0
2021,95EE,Ballymoney,female,Presbyterian,35-39,1982-1986,291.0
2021,95EE,Ballymoney,male,Presbyterian,35-39,1982-1986,254.0
2021,95EE,Ballymoney,female,Presbyterian,40-44,1977-1981,294.0
2021,95EE,Ballymoney,male,Presbyterian,40-44,1977-1981,280.0
2021,95EE,Ballymoney,female,Presbyterian,45-49,1972-1976,348.0
2021,95EE,Ballymoney,male,Presbyterian,45-49,1972-1976,317.0
2021,95EE,Ballymoney,female,Presbyterian,50-54,1967-1971,397.0
2021,95EE,Ballymoney,male,Presbyterian,50-54,1967-1971,356.0
2021,95EE,Ballymoney,female,Presbyterian,55-59,1962-1966,398.0
2021,95EE,Ballymoney,male,Presbyterian,55-59,1962-1966,377.0
2021,95EE,Ballymoney,female,Presbyterian,60-64,1957-1961,341.0
2021,95EE,Ballymoney,male,Presbyterian,60-64,1957-1961,341.0
2021,95EE,Ballymoney,female,Presbyterian,65-69,1952-1956,315.0
2021,95EE,Ballymoney,male,Presbyterian,65-69,1952-1956,278.0
2021,95EE,Ballymoney,female,Presbyterian,70-74,1947-1951,281.0
2021,95EE,Ballymoney,male,Presbyterian,70-74,1947-1951,289.0
2021,95EE,Ballymoney,female,Presbyterian,75-79,1942-1946,274.0
2021,95EE,Ballymoney,male,Presbyterian,75-79,1942-1946,258.0
2021,95EE,Ballymoney,female,Presbyterian,80-84,1937-1941,205.0
2021,95EE,Ballymoney,male,Presbyterian,80-84,1937-1941,151.0
2021,95EE,Ballymoney,female,Presbyterian,85-89,1932-1936,137.0
2021,95EE,Ballymoney,male,Presbyterian,85-89,1932-1936,81.0
2021,95EE,Ballymoney,female,Presbyterian,90+,pre-1932,88.0
2021,95EE,Ballymoney,male,Presbyterian,90+,pre-1932,32.0
2021,95EE,Ballymoney,female,Church of Ireland,0-4,2017-2021,100.0
2021,95EE,Ballymoney,male,Church of Ireland,0-4,2017-2021,106.0
2021,95EE,Ballymoney,female,Church of Ireland,5-9,2012-2016,145.0
2021,95EE,Ballymoney,male,Church of Ireland,5-9,2012-2016,143.0
2021,95EE,Ballymoney,female,Church of Ireland,10-14,2007-2011,167.0
2021,95EE,Ballymoney,male,Church of Ireland,10-14,2007-2011,139.0
2021,95EE,Ballymoney,female,Church of Ireland,15-19,2002-2006,122.0
2021,95EE,Ballymoney,male,Church of Ireland,15-19,2002-2006,108.0
2021,95EE,Ballymoney,female,Church of Ireland,20-24,1997-2001,84.0
2021,95EE,Ballymoney,male,Church of Ireland,20-24,1997-2001,94.0
2021,95EE,Ballymoney,female,Church of Ireland,25-29,1992-1996,84.0
2021,95EE,Ballymoney,male,Church of Ireland,25-29,1992-1996,101.0
2021,95EE,Ballymoney,female,Church of Ireland,30-34,1987-1991,120.0
2021,95EE,Ballymoney,male,Church of Ireland,30-34,1987-1991,114.0
2021,95EE,Ballymoney,female,Church of Ireland,35-39,1982-1986,138.0
2021,95EE,Ballymoney,male,Church of Ireland,35-39,1982-1986,122.0
2021,95EE,Ballymoney,female,Church of Ireland,40-44,1977-1981,148.0
2021,95EE,Ballymoney,male,Church of Ireland,40-44,1977-1981,111.0
2021,95EE,Ballymoney,female,Church of Ireland,45-49,1972-1976,146.0
2021,95EE,Ballymoney,male,Church of Ireland,45-49,1972-1976,125.0
2021,95EE,Ballymoney,female,Church of Ireland,50-54,1967-1971,174.0
2021,95EE,Ballymoney,male,Church of Ireland,50-54,1967-1971,150.0
2021,95EE,Ballymoney,female,Church of Ireland,55-59,1962-1966,150.0
2021,95EE,Ballymoney,male,Church of Ireland,55-59,1962-1966,135.0
2021,95EE,Ballymoney,female,Church of Ireland,60-64,1957-1961,122.0
2021,95EE,Ballymoney,male,Church of Ireland,60-64,1957-1961,132.0
2021,95EE,Ballymoney,female,Church of Ireland,65-69,1952-1956,113.0
2021,95EE,Ballymoney,male,Church of Ireland,65-69,1952-1956,107.0
2021,95EE,Ballymoney,female,Church of Ireland,70-74,1947-1951,89.0
2021,95EE,Ballymoney,male,Church of Ireland,70-74,1947-1951,122.0
2021,95EE,Ballymoney,female,Church of Ireland,75-79,1942-1946,93.0
2021,95EE,Ballymoney,male,Church of Ireland,75-79,1942-1946,54.0
2021,95EE,Ballymoney,female,Church of Ireland,80-84,1937-1941,55.0
2021,95EE,Ballymoney,male,Church of Ireland,80-84,1937-1941,40.0
2021,95EE,Ballymoney,female,Church of Ireland,85-89,1932-1936,37.0
2021,95EE,Ballymoney,male,Church of Ireland,85-89,1932-1936,23.0
2021,95EE,Ballymoney,female,Church of Ireland,90+,pre-1932,24.0
2021,95EE,Ballymoney,male,Church of Ireland,90+,pre-1932,6.0
2021,95EE,Ballymoney,female,Methodist,0-4,2017-2021,5.0
2021,95EE,Ballymoney,male,Methodist,0-4,2017-2021,2.0
2021,95EE,Ballymoney,female,Methodist,5-9,2012-2016,3.0
2021,95EE,Ballymoney,male,Methodist,5-9,2012-2016,6.0
2021,95EE,Ballymoney,female,Methodist,10-14,2007-2011,4.0
2021,95EE,Ballymoney,male,Methodist,10-14,2007-2011,4.0
2021,95EE,Ballymoney,female,Methodist,15-19,2002-2006,2.0
2021,95EE,Ballymoney,male,Methodist,15-19,2002-2006,1.0
2021,95EE,Ballymoney,female,Methodist,20-24,1997-2001,1.0
2021,95EE,Ballymoney,male,Methodist,20-24,1997-2001,2.0
2021,95EE,Ballymoney,female,Methodist,25-29,1992-1996,2.0
2021,95EE,Ballymoney,male,Methodist,25-29,1992-1996,4.0
2021,95EE,Ballymoney,female,Methodist,30-34,1987-1991,5.0
2021,95EE,Ballymoney,male,Methodist,30-34,1987-1991,5.0
2021,95EE,Ballymoney,female,Methodist,35-39,1982-1986,3.0
2021,95EE,Ballymoney,male,Methodist,35-39,1982-1986,5.0
2021,95EE,Ballymoney,female,Methodist,40-44,1977-1981,3.0
2021,95EE,Ballymoney,male,Methodist,40-44,1977-1981,2.0
2021,95EE,Ballymoney,female,Methodist,45-49,1972-1976,5.0
2021,95EE,Ballymoney,male,Methodist,45-49,1972-1976,3.0
2021,95EE,Ballymoney,female,Methodist,50-54,1967-1971,7.0
2021,95EE,Ballymoney,male,Methodist,50-54,1967-1971,7.0
2021,95EE,Ballymoney,female,Methodist,55-59,1962-1966,12.0
2021,95EE,Ballymoney,male,Methodist,55-59,1962-1966,4.0
2021,95EE,Ballymoney,female,Methodist,60-64,1957-1961,11.0
2021,95EE,Ballymoney,male,Methodist,60-64,1957-1961,4.0
2021,95EE,Ballymoney,female,Methodist,65-69,1952-1956,4.0
2021,95EE,Ballymoney,male,Methodist,65-69,1952-1956,9.0
2021,95EE,Ballymoney,female,Methodist,70-74,1947-1951,5.0
2021,95EE,Ballymoney,male,Methodist,70-74,1947-1951,4.0
2021,95EE,Ballymoney,female,Methodist,75-79,1942-1946,10.0
2021,95EE,Ballymoney,male,Methodist,75-79,1942-1946,2.0
2021,95EE,Ballymoney,female,Methodist,80-84,1937-1941,4.0
2021,95EE,Ballymoney,male,Methodist,80-84,1937-1941,3.0
2021,95EE,Ballymoney,female,Methodist,85-89,1932-1936,2.0
2021,95EE,Ballymoney,male,Methodist,85-89,1932-1936,0.0
2021,95EE,Ballymoney,female,Methodist,90+,pre-1932,2.0
2021,95EE,Ballymoney,male,Methodist,90+,pre-1932,0.0
2021,95EE,Ballymoney,female,Other Christian,0-4,2017-2021,73.0
2021,95EE,Ballymoney,male,Other Christian,0-4,2017-2021,87.0
2021,95EE,Ballymoney,female,Other Christian,5-9,2012-2016,98.0
2021,95EE,Ballymoney,male,Other Christian,5-9,2012-2016,98.0
2021,95EE,Ballymoney,female,Other Christian,10-14,2007-2011,114.0
2021,95EE,Ballymoney,male,Other Christian,10-14,2007-2011,96.0
2021,95EE,Ballymoney,female,Other Christian,15-19,2002-2006,89.0
2021,95EE,Ballymoney,male,Other Christian,15-19,2002-2006,76.0
2021,95EE,Ballymoney,female,Other Christian,20-24,1997-2001,63.0
2021,95EE,Ballymoney,male,Other Christian,20-24,1997-2001,54.0
2021,95EE,Ballymoney,female,Other Christian,25-29,1992-1996,77.0
2021,95EE,Ballymoney,male,Other Christian,25-29,1992-1996,60.0
2021,95EE,Ballymoney,female,Other Christian,30-34,1987-1991,83.0
2021,95EE,Ballymoney,male,Other Christian,30-34,1987-1991,91.0
2021,95EE,Ballymoney,female,Other Christian,35-39,1982-1986,99.0
2021,95EE,Ballymoney,male,Other Christian,35-39,1982-1986,92.0
2021,95EE,Ballymoney,female,Other Christian,40-44,1977-1981,83.0
2021,95EE,Ballymoney,male,Other Christian,40-44,1977-1981,80.0
2021,95EE,Ballymoney,female,Other Christian,45-49,1972-1976,105.0
2021,95EE,Ballymoney,male,Other Christian,45-49,1972-1976,96.0
2021,95EE,Ballymoney,female,Other Christian,50-54,1967-1971,146.0
2021,95EE,Ballymoney,male,Other Christian,50-54,1967-1971,106.0
2021,95EE,Ballymoney,female,Other Christian,55-59,1962-1966,103.0
2021,95EE,Ballymoney,male,Other Christian,55-59,1962-1966,107.0
2021,95EE,Ballymoney,female,Other Christian,60-64,1957-1961,106.0
2021,95EE,Ballymoney,male,Other Christian,60-64,1957-1961,99.0
2021,95EE,Ballymoney,female,Other Christian,65-69,1952-1956,68.0
2021,95EE,Ballymoney,male,Other Christian,65-69,1952-1956,69.0
2021,95EE,Ballymoney,female,Other Christian,70-74,1947-1951,73.0
2021,95EE,Ballymoney,male,Other Christian,70-74,1947-1951,61.0
2021,95EE,Ballymoney,female,Other Christian,75-79,1942-1946,70.0
2021,95EE,Ballymoney,male,Other Christian,75-79,1942-1946,48.0
2021,95EE,Ballymoney,female,Other Christian,80-84,1937-1941,35.0
2021,95EE,Ballymoney,male,Other Christian,80-84,1937-1941,37.0
2021,95EE,Ballymoney,female,Other Christian,85-89,1932-1936,29.0
2021,95EE,Ballymoney,male,Other Christian,85-89,1932-1936,13.0
2021,95EE,Ballymoney,female,Other Christian,90+,pre-1932,14.0
2021,95EE,Ballymoney,male,Other Christian,90+,pre-1932,8.0
2021,95EE,Ballymoney,female,Other religions,0-4,2017-2021,4.0
2021,95EE,Ballymoney,male,Other religions,0-4,2017-2021,3.0
2021,95EE,Ballymoney,female,Other religions,5-9,2012-2016,4.0
2021,95EE,Ballymoney,male,Other religions,5-9,2012-2016,2.0
2021,95EE,Ballymoney,female,Other religions,10-14,2007-2011,4.0
2021,95EE,Ballymoney,male,Other religions,10-14,2007-2011,6.0
2021,95EE,Ballymoney,female,Other religions,15-19,2002-2006,5.0
2021,95EE,Ballymoney,male,Other religions,15-19,2002-2006,5.0
2021,95EE,Ballymoney,female,Other religions,20-24,1997-2001,3.0
2021,95EE,Ballymoney,male,Other religions,20-24,1997-2001,9.0
2021,95EE,Ballymoney,female,Other religions,25-29,1992-1996,9.0
2021,95EE,Ballymoney,male,Other religions,25-29,1992-1996,10.0
2021,95EE,Ballymoney,female,Other religions,30-34,1987-1991,5.0
2021,95EE,Ballymoney,male,Other religions,30-34,1987-1991,9.0
2021,95EE,Ballymoney,female,Other religions,35-39,1982-1986,8.0
2021,95EE,Ballymoney,male,Other religions,35-39,1982-1986,3.0
2021,95EE,Ballymoney,female,Other religions,40-44,1977-1981,9.0
2021,95EE,Ballymoney,male,Other religions,40-44,1977-1981,2.0
2021,95EE,Ballymoney,female,Other religions,45-49,1972-1976,8.0
2021,95EE,Ballymoney,male,Other religions,45-49,1972-1976,9.0
2021,95EE,Ballymoney,female,Other religions,50-54,1967-1971,7.0
2021,95EE,Ballymoney,male,Other religions,50-54,1967-1971,9.0
2021,95EE,Ballymoney,female,Other religions,55-59,1962-1966,7.0
2021,95EE,Ballymoney,male,Other religions,55-59,1962-1966,5.0
2021,95EE,Ballymoney,female,Other religions,60-64,1957-1961,7.0
2021,95EE,Ballymoney,male,Other religions,60-64,1957-1961,4.0
2021,95EE,Ballymoney,female,Other religions,65-69,1952-1956,6.0
2021,95EE,Ballymoney,male,Other religions,65-69,1952-1956,4.0
2021,95EE,Ballymoney,female,Other religions,70-74,1947-1951,4.0
2021,95EE,Ballymoney,male,Other religions,70-74,1947-1951,3.0
2021,95EE,Ballymoney,female,Other religions,75-79,1942-1946,5.0
2021,95EE,Ballymoney,male,Other religions,75-79,1942-1946,5.0
2021,95EE,Ballymoney,female,Other religions,80-84,1937-1941,4.0
2021,95EE,Ballymoney,male,Other religions,80-84,1937-1941,1.0
2021,95EE,Ballymoney,female,Other religions,85-89,1932-1936,1.0
2021,95EE,Ballymoney,male,Other religions,85-89,1932-1936,0.0
2021,95EE,Ballymoney,female,Other religions,90+,pre-1932,2.0
2021,95EE,Ballymoney,male,Other religions,90+,pre-1932,0.0
2021,95EE,Ballymoney,female,No religion,0-4,2017-2021,202.0
2021,95EE,Ballymoney,male,No religion,0-4,2017-2021,195.0
2021,95EE,Ballymoney,female,No religion,5-9,2012-2016,185.0
2021,95EE,Ballymoney,male,No religion,5-9,2012-2016,206.0
2021,95EE,Ballymoney,female,No religion,10-14,2007-2011,173.0
2021,95EE,Ballymoney,male,No religion,10-14,2007-2011,169.0
2021,95EE,Ballymoney,female,No religion,15-19,2002-2006,122.0
2021,95EE,Ballymoney,male,No religion,15-19,2002-2006,168.0
2021,95EE,Ballymoney,female,No religion,20-24,1997-2001,147.0
2021,95EE,Ballymoney,male,No religion,20-24,1997-2001,179.0
2021,95EE,Ballymoney,female,No religion,25-29,1992-1996,175.0
2021,95EE,Ballymoney,male,No religion,25-29,1992-1996,180.0
2021,95EE,Ballymoney,female,No religion,30-34,1987-1991,211.0
2021,95EE,Ballymoney,male,No religion,30-34,1987-1991,225.0
2021,95EE,Ballymoney,female,No religion,35-39,1982-1986,148.0
2021,95EE,Ballymoney,male,No religion,35-39,1982-1986,199.0
2021,95EE,Ballymoney,female,No religion,40-44,1977-1981,144.0
2021,95EE,Ballymoney,male,No religion,40-44,1977-1981,183.0
2021,95EE,Ballymoney,female,No religion,45-49,1972-1976,103.0
2021,95EE,Ballymoney,male,No religion,45-49,1972-1976,166.0
2021,95EE,Ballymoney,female,No religion,50-54,1967-1971,137.0
2021,95EE,Ballymoney,male,No religion,50-54,1967-1971,150.0
2021,95EE,Ballymoney,female,No religion,55-59,1962-1966,128.0
2021,95EE,Ballymoney,male,No religion,55-59,1962-1966,125.0
2021,95EE,Ballymoney,female,No religion,60-64,1957-1961,103.0
2021,95EE,Ballymoney,male,No religion,60-64,1957-1961,120.0
2021,95EE,Ballymoney,female,No religion,65-69,1952-1956,49.0
2021,95EE,Ballymoney,male,No religion,65-69,1952-1956,84.0
2021,95EE,Ballymoney,female,No religion,70-74,1947-1951,35.0
2021,95EE,Ballymoney,male,No religion,70-74,1947-1951,47.0
2021,95EE,Ballymoney,female,No religion,75-79,1942-1946,18.0
2021,95EE,Ballymoney,male,No religion,75-79,1942-1946,35.0
2021,95EE,Ballymoney,female,No religion,80-84,1937-1941,5.0
2021,95EE,Ballymoney,male,No religion,80-84,1937-1941,12.0
2021,95EE,Ballymoney,female,No religion,85-89,1932-1936,4.0
2021,95EE,Ballymoney,male,No religion,85-89,1932-1936,5.0
2021,95EE,Ballymoney,female,No religion,90+,pre-1932,5.0
2021,95EE,Ballymoney,male,No religion,90+,pre-1932,2.0
2021,95EE,Ballymoney,female,Not stated,0-4,2017-2021,2.0
2021,95EE,Ballymoney,male,Not stated,0-4,2017-2021,8.0
2021,95EE,Ballymoney,female,Not stated,5-9,2012-2016,12.0
2021,95EE,Ballymoney,male,Not stated,5-9,2012-2016,9.0
2021,95EE,Ballymoney,female,Not stated,10-14,2007-2011,8.0
2021,95EE,Ballymoney,male,Not stated,10-14,2007-2011,9.0
2021,95EE,Ballymoney,female,Not stated,15-19,2002-2006,8.0
2021,95EE,Ballymoney,male,Not stated,15-19,2002-2006,12.0
2021,95EE,Ballymoney,female,Not stated,20-24,1997-2001,6.0
2021,95EE,Ballymoney,male,Not stated,20-24,1997-2001,11.0
2021,95EE,Ballymoney,female,Not stated,25-29,1992-1996,4.0
2021,95EE,Ballymoney,male,Not stated,25-29,1992-1996,9.0
2021,95EE,Ballymoney,female,Not stated,30-34,1987-1991,4.0
2021,95EE,Ballymoney,male,Not stated,30-34,1987-1991,6.0
2021,95EE,Ballymoney,female,Not stated,35-39,1982-1986,3.0
2021,95EE,Ballymoney,male,Not stated,35-39,1982-1986,8.0
2021,95EE,Ballymoney,female,Not stated,40-44,1977-1981,8.0
2021,95EE,Ballymoney,male,Not stated,40-44,1977-1981,8.0
2021,95EE,Ballymoney,female,Not stated,45-49,1972-1976,7.0
2021,95EE,Ballymoney,male,Not stated,45-49,1972-1976,6.0
2021,95EE,Ballymoney,female,Not stated,50-54,1967-1971,11.0
2021,95EE,Ballymoney,male,Not stated,50-54,1967-1971,15.0
2021,95EE,Ballymoney,female,Not stated,55-59,1962-1966,15.0
2021,95EE,Ballymoney,male,Not stated,55-59,1962-1966,11.0
2021,95EE,Ballymoney,female,Not stated,60-64,1957-1961,14.0
2021,95EE,Ballymoney,male,Not stated,60-64,1957-1961,21.0
2021,95EE,Ballymoney,female,Not stated,65-69,1952-1956,25.0
2021,95EE,Ballymoney,male,Not stated,65-69,1952-1956,13.0
2021,95EE,Ballymoney,female,Not stated,70-74,1947-1951,17.0
2021,95EE,Ballymoney,male,Not stated,70-74,1947-1951,14.0
2021,95EE,Ballymoney,female,Not stated,75-79,1942-1946,21.0
2021,95EE,Ballymoney,male,Not stated,75-79,1942-1946,12.0
2021,95EE,Ballymoney,female,Not stated,80-84,1937-1941,10.0
2021,95EE,Ballymoney,male,Not stated,80-84,1937-1941,4.0
2021,95EE,Ballymoney,female,Not stated,85-89,1932-1936,7.0
2021,95EE,Ballymoney,male,Not stated,85-89,1932-1936,6.0
2021,95EE,Ballymoney,female,Not stated,90+,pre-1932,4.0
2021,95EE,Ballymoney,male,Not stated,90+,pre-1932,1.0
2021,95FF,Banbridge,female,Catholic,0-4,2017-2021,523.0
2021,95FF,Banbridge,male,Catholic,0-4,2017-2021,568.0
2021,95FF,Banbridge,female,Catholic,5-9,2012-2016,618.0
2021,95FF,Banbridge,male,Catholic,5-9,2012-2016,614.0
2021,95FF,Banbridge,female,Catholic,10-14,2007-2011,654.0
2021,95FF,Banbridge,male,Catholic,10-14,2007-2011,649.0
2021,95FF,Banbridge,female,Catholic,15-19,2002-2006,481.0
2021,95FF,Banbridge,male,Catholic,15-19,2002-2006,513.0
2021,95FF,Banbridge,female,Catholic,20-24,1997-2001,327.0
2021,95FF,Banbridge,male,Catholic,20-24,1997-2001,425.0
2021,95FF,Banbridge,female,Catholic,25-29,1992-1996,435.0
2021,95FF,Banbridge,male,Catholic,25-29,1992-1996,428.0
2021,95FF,Banbridge,female,Catholic,30-34,1987-1991,563.0
2021,95FF,Banbridge,male,Catholic,30-34,1987-1991,511.0
2021,95FF,Banbridge,female,Catholic,35-39,1982-1986,636.0
2021,95FF,Banbridge,male,Catholic,35-39,1982-1986,580.0
2021,95FF,Banbridge,female,Catholic,40-44,1977-1981,597.0
2021,95FF,Banbridge,male,Catholic,40-44,1977-1981,564.0
2021,95FF,Banbridge,female,Catholic,45-49,1972-1976,574.0
2021,95FF,Banbridge,male,Catholic,45-49,1972-1976,484.0
2021,95FF,Banbridge,female,Catholic,50-54,1967-1971,555.0
2021,95FF,Banbridge,male,Catholic,50-54,1967-1971,523.0
2021,95FF,Banbridge,female,Catholic,55-59,1962-1966,519.0
2021,95FF,Banbridge,male,Catholic,55-59,1962-1966,479.0
2021,95FF,Banbridge,female,Catholic,60-64,1957-1961,488.0
2021,95FF,Banbridge,male,Catholic,60-64,1957-1961,412.0
2021,95FF,Banbridge,female,Catholic,65-69,1952-1956,370.0
2021,95FF,Banbridge,male,Catholic,65-69,1952-1956,355.0
2021,95FF,Banbridge,female,Catholic,70-74,1947-1951,302.0
2021,95FF,Banbridge,male,Catholic,70-74,1947-1951,248.0
2021,95FF,Banbridge,female,Catholic,75-79,1942-1946,218.0
2021,95FF,Banbridge,male,Catholic,75-79,1942-1946,197.0
